age,tenure,prior_claims,credit_band,asset_type,asset_value,lat,lon,geo_risk,baseline_risk
20.753958335244384,0.6531289836999022,2,C,auto,66626.69237166144,43.59989697055545,-79.51846866534957,0.32310083002242607,0.28898994772010594
40.76919896804517,1.146141483998624,1,A,home,968789.9325368725,43.73096517933765,-79.19432726614005,0.6905983367778279,0.5623188793449365
48.89069555052071,0.33126671178933875,0,B,home,379335.6380612195,43.54613832095906,-79.4862025050357,0.2784750278203698,0.17372169055856607
41.83143032278784,2.7662596253347393,0,C,auto,53083.465112255886,43.6551452327188,-79.39228209352228,0.47130043646191677,0.14739146271170162
50.36492669587998,3.969553957347829,1,A,auto,70270.67022148878,43.618398851249815,-79.53666957529353,0.3339022323594718,0.21029505473076582
74.95719067004765,1.6179354415766856,0,D,auto,50739.505509333976,43.61150598952562,-79.38722793812242,0.4214992518368761,0.4967679796931668
22.254119672027183,3.4560623314957195,1,B,auto,32460.154307451863,43.78948879457088,-79.25170866769004,0.7248865944354007,0.1468518099130569
51.345675695750316,0.6323575689196937,0,B,home,783554.0898932656,43.767970689029944,-79.55653672769029,0.5029599099656404,0.3762465918007625
20.00637451218443,8.168330712703707,1,A,auto,11570.822475680043,43.68088767996163,-79.6025260973167,0.3675675609187223,0.05979587628759453
44.124934977432154,7.548943375075679,0,B,home,1123658.8427843316,43.73457854154501,-79.29031712598953,0.633343135090237,0.448380447956852
33.85067548858171,6.351044295695109,0,A,auto,60975.522834290474,43.65935242566857,-79.39942375187505,0.47182804247692484,0.05397721895369288
55.88510748026287,1.608194949398797,1,B,home,747508.2187924233,43.660982787297975,-79.25467070542189,0.5667745932892565,0.6620412263898515
29.67663767697972,4.879716048354715,0,A,home,1094742.8310130131,43.64629654565742,-79.19452127533471,0.5875520033118495,0.23183541256909043
46.23391838822032,0.039134327925473666,0,A,auto,19817.975064544393,43.564007050202,-79.5261071734878,0.27456798297817814,0.0712178495035748
24.818275389405738,2.011468540995317,0,C,auto,10174.527753802984,43.756325923749245,-79.42174392346531,0.5753726810410422,0.08266433945113272
18.0,17.989227915302603,1,A,home,448056.11585621175,43.65740118040046,-79.21090303270108,0.590529754571709,0.1233124154194835
45.21680739990069,14.234631030693123,0,A,home,286311.99585151335,43.74097785540755,-79.3047206539608,0.6318716569569514,0.13249036102013761
60.79947183935082,7.0788888683606555,2,A,auto,41575.01051103593,43.639506926906364,-79.26959172006174,0.5310861873948237,0.5687239902076253
46.24160987482624,9.623439857631457,1,B,home,422788.74953123025,43.621645327448604,-79.27871718047996,0.5035132922099828,0.38423824392499856
27.974010474946716,17.67420161847661,0,B,home,211934.3700727953,43.73842578863126,-79.54029734216465,0.4774750534757718,0.0616360980907663
43.22014648470563,9.06634483268746,0,A,auto,55798.16436468805,43.75037248711367,-79.54443912376416,0.4893372793786627,0.07718887494187372
49.20609640576115,2.786905371205815,0,A,home,914464.922823867,43.58472275110493,-79.39478059458153,0.3840914672371072,0.2922828167098854
54.29526432143989,2.952855824949041,0,C,home,1192649.2565686223,43.87786285602254,-79.13158445080177,0.9094599281697955,0.773306049774622
26.11107031243662,3.1234442002606584,0,B,home,1295168.0054171737,43.73871336705199,-79.3880932869216,0.5755745995434836,0.32440452991040575
48.355352743066504,0.4324579477248458,0,A,home,659507.9671505073,43.738729301475956,-79.33060947698763,0.6125117814102511,0.27520567726377204
44.216604229505556,8.212790817160002,0,D,auto,48274.600651650886,43.6475750678372,-79.29073906329569,0.5273122280291566,0.21268464039875348
39.61101900386491,1.0004602761386676,0,C,auto,52260.12124606239,43.7574820171671,-79.44182467029384,0.5638815555214268,0.15490057009701055
40.15817894942488,0.7441724663130918,0,A,auto,26110.59742340991,43.63337725680136,-79.40803019563755,0.43472575978448535,0.06851239719809113
31.849000363658647,2.9516607124596077,1,B,home,783803.4336545696,43.613097522645326,-79.38737896508405,0.42333689812023856,0.36865322498104486
32.553615669679246,2.1726991641647326,0,C,auto,35320.86912974101,43.54511923430551,-79.55806531927469,0.23108380717228805,0.07489650537253936
55.97457059881516,0.5701048836945511,0,B,auto,17132.50468260995,43.41549006247178,-79.47876639133035,0.12443694502433376,0.11173242262272993
43.10606215321209,3.0559025660780463,0,B,auto,13858.445433202833,43.651116046184896,-79.28618042755068,0.5345442718568112,0.10873357008786623
34.222192994564715,6.036706437729306,0,A,home,888201.4779321892,43.657271730544174,-79.28786667985852,0.5409440545203288,0.19639893593700658
18.0,12.82707297939787,1,B,home,1265410.5885447175,43.70348075944138,-79.46811191825647,0.48135610293020503,0.3889849753822134
29.481234711160166,2.5374442231102674,2,B,auto,54020.34088715851,43.50070117010371,-79.49288348289693,0.2189516859888736,0.24218299165055268
33.93389047015767,6.654476523585843,1,A,home,1388821.973078307,43.65322910257738,-79.27439951926591,0.5446789165215025,0.581106971483226
24.60244996059256,4.7272078526836445,0,C,home,1311301.7776927724,43.59496475851916,-79.25142499050683,0.4886087075104367,0.3789627706811627
24.03605890024742,3.6169930288520717,2,C,auto,68604.36410473436,43.609469354989805,-79.61861872220115,0.27041751103702183,0.29453941469691647
49.91191101254938,15.707851564588326,1,C,home,459509.1478055143,43.70555535326173,-79.29300919982107,0.5963341166722708,0.5519208630431901
37.033419822879864,5.129562282531164,0,D,auto,66259.65502053441,43.576717554768685,-79.31568463038418,0.4251582686906453,0.15596289574413286
19.603526606443907,20.386133238535823,0,A,auto,71510.42673255432,43.66458293106018,-79.3625252034941,0.5018834999770372,0.02555260511465129
23.978165606743712,3.8274415642015307,2,A,home,661216.3743794984,43.641977097931836,-79.31221933500328,0.5067121627906286,0.4252614006948287
36.40433332511641,4.761381683412324,1,C,auto,76972.85060757353,43.69184234589121,-79.40656810713834,0.5067339133293525,0.27448383453104436
53.37768278214075,3.8613435979244004,2,C,auto,66077.11288150109,43.65675802042626,-79.53358885141579,0.38250951121104704,0.6348470595261108
21.92309384111005,1.2203662992434854,0,B,auto,77355.85593620192,43.60515056953629,-79.31203956482874,0.4620619219588009,0.04747273656273864
59.081344905779616,0.7420509134144798,2,A,auto,60208.950318479474,43.68236758379088,-79.44241207580087,0.4721964928231831,0.5612748862711472
34.15209787973316,4.971346324105727,1,B,auto,64237.53128973027,43.79327700292868,-79.41424051849816,0.6251086872303097,0.2052147377666037
19.466773754928155,15.226413772467675,1,A,home,443297.1369371126,43.591070893999095,-79.49176728342132,0.32952042469796855,0.09731944232202501
46.15708257459469,12.09919396548053,2,C,home,1179970.3647918748,43.6320287359913,-79.16991611912695,0.5860104623072151,0.8989902069973397
57.24510301826444,3.2839111871048328,1,A,auto,16600.532316305842,43.646233842121454,-79.48110251422229,0.40342478769681306,0.26882683116447303
37.33835068952246,1.55089784449176,2,B,home,1197526.4740724002,43.538905500171325,-79.49832874865758,0.26189510098179763,0.7526668751835432
47.78579801949138,9.613416296920846,0,A,home,779384.579438689,43.58960387066976,-79.49741417019422,0.32411053774958304,0.20618073557545452
36.185305664735104,2.947696458180311,0,D,auto,18771.415272566202,43.635960119655365,-79.41931658476884,0.43061698870347453,0.14687834064119323
39.86826093781445,1.339033804187323,2,A,auto,68384.7163374449,43.67705089081619,-79.40668077512501,0.4886813161882544,0.36274296329520583
59.98499804622272,7.390106111735913,1,A,auto,11151.036537798685,43.69385961173289,-79.44606964840196,0.48381700245519543,0.3013994648915292
50.74943721108884,6.516157455456581,1,B,home,1006172.2078295752,43.610582400890664,-79.26556613028268,0.4985113844804038,0.6651236965662213
25.568785739996542,3.2847962236639576,0,A,auto,66734.81380843086,43.59145489737535,-79.35355381145219,0.4187520146377862,0.03760543050216606
73.59552537640766,14.335579429991522,0,C,auto,35265.50776400397,43.553129373285884,-79.42725052406524,0.3248339461551937,0.313729920765452
27.745645036781905,5.831763798480986,1,A,auto,35522.69985426944,43.66483334439006,-79.29081098931289,0.5482448991759912,0.10988009301240513
50.177283961580805,7.113070705239589,1,C,auto,34662.105480447724,43.59936193359877,-79.27133597118942,0.4811664139871465,0.37497391629392973
45.976991260820384,6.327955831721352,0,A,auto,37217.43912649304,43.70152091000927,-79.50930555983251,0.4525179619845293,0.08318605414939768
38.986700334888184,5.080813786400351,0,A,auto,70243.73935630523,43.617852183731245,-79.406241962491,0.4170022044639321,0.06401162570156643
42.429919910297954,0.09903882086760771,1,B,auto,54376.32518206731,43.62483674532886,-79.3887679484302,0.43671484891411916,0.23191315332315893
38.034330665304786,8.984313202009623,1,B,home,1292906.7522855054,43.633851771639776,-79.33131815459987,0.4845693259611535,0.6289482311551071
50.044716515482094,7.062531932192151,0,D,home,461098.7917781959,43.72855942499091,-79.35676111882229,0.5833540923421436,0.43144544015614855
31.450724020982868,7.327588968009317,0,A,auto,14637.526012405988,43.67943791763635,-79.24280466780593,0.5968290545838006,0.0530676019372947
25.910201571881775,0.3077128989354318,0,B,home,745468.9540191471,43.65738557139477,-79.29696764282053,0.535237528432067,0.164785507696946
45.70321540071561,4.874185397466741,0,B,home,262512.26253970846,43.68580240731216,-79.45276347783052,0.469723826999834,0.1564077357548284
60.84873768106955,0.23101456162001227,0,C,auto,74918.31046744173,43.599067530685616,-79.34931162363112,0.43073025994700165,0.2869137407616534
38.36027604862811,3.0958694568288267,0,A,home,201263.05844602053,43.58210230737202,-79.18860115312359,0.5133206697916632,0.0905955721015733
60.43980078814275,5.315434134926748,1,B,auto,60607.25971568018,43.63787845884462,-79.44041232969157,0.4194005740734511,0.37569085112697903
38.94137984969328,3.865357020298884,0,A,home,704246.9265064232,43.73436255731488,-79.42416517093746,0.5471193933916876,0.1897234946654082
58.6869058368717,26.62712946441888,0,D,auto,78242.02861414282,43.63583693491233,-79.3708169535864,0.46161515292795485,0.2677112600915623
51.56091861753583,5.4841584777800545,0,B,home,1265361.2553527711,43.64896412177566,-79.36598684303068,0.48067437616283026,0.5395659403054527
46.27271388120667,4.522791268851585,0,B,auto,25060.45959601486,43.65600000212127,-79.2825645580712,0.5428033436123396,0.1235556648478618
51.24580467102409,3.0898477580917323,1,B,auto,45633.46463131257,43.60632720606135,-79.29379421166833,0.47520992948273366,0.3058393946221067
29.957088350183298,7.320702293306925,1,A,home,1158658.9727108425,43.62115599635911,-79.61498471284892,0.28695746017966617,0.3590451226688458
41.176817067659414,4.75784574259259,0,A,home,759566.7996741624,43.63674779680122,-79.38628790883388,0.452786473423455,0.1958077735488696
21.153359365147914,10.454123506671875,0,B,home,1097347.8261702508,43.64565432271241,-79.36890730335625,0.4747754348697696,0.18016573778222256
18.64146535401318,13.866612335924032,1,A,home,423202.15305712563,43.68553075565519,-79.52407143505495,0.42359752115507593,0.10501985610288798
51.0260356517048,6.8006337280755025,0,A,home,1233687.655652232,43.57709563584609,-79.41372176807555,0.3626554921868364,0.4030225608850461
38.21118665893763,4.50155413559422,2,B,home,1122645.1761203255,43.63472491868951,-79.61229420835166,0.30517953081080196,0.7403612766782641
52.06763752587669,6.8632280404595125,0,A,auto,38586.48403089882,43.739810096888995,-79.33933534840008,0.6082215636066526,0.12751673481719064
41.5722146502198,1.3882227093166564,0,B,auto,58699.17394356156,43.73998459891684,-79.22180170567208,0.6839172859726127,0.1340771515107105
30.723434726732776,6.69939473340948,1,B,auto,47700.76985484173,43.587948165263576,-79.42184703833999,0.37062935010575726,0.12880158329318683
74.73168903279077,9.070351010410617,0,B,auto,52724.21530322969,43.84281878984274,-79.4321995114205,0.6737970320570648,0.362812606338087
56.52494138187217,6.405291829934701,0,C,home,978886.102892125,43.69428876711326,-79.48759738453317,0.45766832921506123,0.5750148267480146
42.057469897758395,0.0646813394081622,0,A,auto,32012.536273225465,43.65064873793099,-79.40356529412107,0.45858816775095207,0.07770373687444178
40.266906764299755,0.18624077740918715,1,D,auto,54354.90629026576,43.660469363828504,-79.34710703009355,0.5067851278743947,0.3980580314153327
59.83222979522164,0.3110423508548378,1,A,auto,71070.43036984111,43.506179518771155,-79.29040997664613,0.35564557950315157,0.3051178500293896
36.137497594010874,3.0803710882381257,0,C,auto,17154.028169971076,43.586877895940844,-79.43051904080339,0.3637589312439291,0.09841519604388765
58.29477534600102,3.6327754526669347,0,A,home,721203.3573766445,43.771883884952395,-79.2304075970805,0.7171665500876637,0.41553258425230466
47.8552641747546,5.952597006377114,0,B,auto,54666.67143013943,43.53715869887236,-79.31286095736196,0.37888465057477017,0.10962336481028939
24.13808779116595,4.791393196049948,1,B,auto,43996.311421416016,43.645154322088196,-79.34168538263971,0.4916503697488157,0.11860198965900111
48.91894455743673,1.0039922386122173,0,B,home,178082.59297847014,43.826744045195056,-79.21466590313025,0.7939634014055001,0.23760797315261598
53.4085690691281,13.61981900964155,0,C,auto,57298.8062359037,43.69367115302364,-79.62049084773113,0.3715694339546555,0.1749941285980386
46.557513312040264,2.4318907939010765,0,B,home,1274731.3296069482,43.731448771404985,-79.55871022405019,0.4571686109955216,0.492396806704769
51.56863670143803,6.869793170307786,1,B,auto,19824.883856935332,43.661321808889966,-79.42976719424021,0.4547345297790141,0.28231087894918994
56.49734398081629,6.591973900366566,0,B,auto,32729.44436104958,43.58105389876841,-79.27636088880904,0.4556843301726711,0.16037757659757765
34.10460563481862,5.4500985246325975,2,B,auto,57962.83490087837,43.62087453474137,-79.50238996992708,0.35892701264576415,0.3138106731111999
67.04710550356793,3.195703656237306,0,B,auto,17876.67299732914,43.73291770173631,-79.3659781799497,0.5827324678383734,0.2709598963790121
41.93937034368199,0.7285400223321743,0,A,auto,32295.84227943385,43.75006195286401,-79.36653828825573,0.6032130064553912,0.09222629993214884
50.005345764409086,4.5746287899492994,0,A,auto,68699.94091933497,43.64900148136174,-79.36301701094457,0.4826271043189325,0.10854327374447764
21.03868633005143,6.829438875214736,0,A,home,1445463.9699772487,43.71151038532479,-79.42600417083167,0.5181596257042992,0.24094888778885673
52.127023430430526,7.51666640993308,2,B,home,461351.5150689332,43.71824081771187,-79.33473745392176,0.5849552233531758,0.722057355873773
48.662414343517284,14.660247589899098,0,A,auto,70040.14387528223,43.67123147568792,-79.3986188398082,0.48678494985415943,0.09019469339600726
32.99641553297727,3.527867924478141,0,C,home,1217431.93744602,43.61045532618015,-79.24492779046405,0.5116114702444025,0.4437299088567026
48.194144602665105,5.5722738478377245,0,D,auto,62961.55918916609,43.60568212561892,-79.23364631856509,0.5130545464845566,0.25128140878695715
46.064389370217484,4.217905091966995,1,B,auto,59201.420150628095,43.612205418568216,-79.27712397139497,0.4930615075751419,0.26576255626501405
52.01749334722426,34.95473250980719,0,D,auto,27292.179730502514,43.629053436999634,-79.41083554988657,0.42766811686612194,0.17472431556588539
48.5895531479777,0.9412829798814057,0,B,auto,33871.9474201698,43.64824370246436,-79.25298699794843,0.5523705078605035,0.14480021195402332
33.34762470675997,2.442149143460201,0,B,home,983116.9144245869,43.60690601430358,-79.37216215021368,0.42558329810381934,0.24784074597599395
40.658565659556025,2.074108002649995,0,B,home,307046.6304662216,43.67513571888073,-79.32539580120242,0.5385568937133345,0.1550745273915033
19.616236959092618,1.7480589643577948,1,A,auto,43121.87734479106,43.79976176937319,-79.53292744805725,0.5567671819942877,0.08633138126017323
40.257555757562784,13.2819720330928,1,A,home,1177014.7858862919,43.56509186949414,-79.44707052281055,0.32664635819520477,0.46550839204887706
33.81140329731901,4.815537624592492,0,B,auto,40593.61451978632,43.72815149684772,-79.40275560703576,0.5533191937424237,0.078199667465306
52.82607084886073,8.145607272655276,0,A,auto,11128.07250604817,43.566117476755096,-79.29900899466163,0.4229825853338737,0.09867916517439677
56.110889231292795,1.3122107606362672,2,A,auto,31157.838553854857,43.64556583214167,-79.31971114853106,0.5062631009307854,0.5274698854248466
47.69571450423194,3.7730994271013305,1,B,home,1478503.0706459437,43.60719863521695,-79.3867683532443,0.41655846509243016,0.7731811582261758
18.0,2.803582547369914,1,B,auto,56260.037373071944,43.69864342484188,-79.55286632633639,0.4210441207955604,0.08933613429603621
46.251539888138964,6.063065947706817,0,A,auto,15107.365419359037,43.669397756479704,-79.41334385048742,0.47509907255407857,0.0841586697769955
26.741005779043455,4.563312852389125,0,B,home,233666.98189960717,43.62467641902648,-79.44623219681334,0.3996147097728513,0.06601442230926988
45.25434739435929,2.504310333526767,0,B,auto,27484.994286710382,43.72648302754241,-79.2328842592215,0.6603874625321746,0.14132199822653976
41.8991913878683,0.9332405592979874,1,A,home,1379597.8589998686,43.68795541961003,-79.42791181339538,0.48830146968794924,0.6612187666223245
26.91325810465763,4.433569132589563,1,A,auto,28260.377346251003,43.650380108397826,-79.34013905636017,0.4989958424380597,0.10092315307191096
24.16340873629336,0.07321541267375704,0,A,auto,71463.4641441167,43.634948971040565,-79.48622799251686,0.3864153578975321,0.035852251714837115
50.063817616616916,10.11694225816431,0,A,auto,19088.865240111816,43.66714425760804,-79.48126293155724,0.4287401043669903,0.08770786280963559
65.43716629194287,4.869961288290499,0,A,auto,19354.544320816705,43.66123125142825,-79.35261151196218,0.5041761233836478,0.18451122387524388
39.40513075145076,0.8928653369278119,1,B,home,672971.1722640858,43.6592774743447,-79.33655395336277,0.5121137872309706,0.44319387181211234
43.908374198635286,2.370471531236258,0,A,auto,31206.60866066389,43.73763411840163,-79.19695446504264,0.6970177191475273,0.10940067817858257
33.420119560370765,6.198314892567563,0,A,auto,77764.03878555831,43.69997509590907,-79.32057149403495,0.5718495267809197,0.06216228308355626
36.75617121546538,3.5419734368581652,0,C,auto,22427.54866529046,43.52978176032147,-79.30553140679801,0.37462462628530474,0.10232935020156708
19.92633535669025,2.9653276206348,1,A,home,629950.7470987504,43.55261227313476,-79.27417285808089,0.4225163975880684,0.1687709309429233
40.99398165266894,8.926081733382624,0,A,home,1315699.7129266209,43.63329905663622,-79.57777286088196,0.3256169133984863,0.3133096482746879
42.28231283616119,14.164638749519147,0,B,home,424417.9799551882,43.70222629128928,-79.51558996402595,0.44933938007212876,0.14806124241420368
36.30151424021836,0.6004641212532745,0,A,auto,63619.74437373223,43.669975126344596,-79.3358260430139,0.5255851546999063,0.0698294734122138
41.28506013891142,4.423827035183268,1,B,auto,61562.71572502317,43.60113277834352,-79.45279404832495,0.3667812488721831,0.1977771997548008
35.71623860867375,0.7724937930589937,2,A,home,1109137.10003338,43.47359193270686,-79.56306923843847,0.14092278375885345,0.6112612589254927
56.0503216816077,2.73052847382073,1,C,auto,50531.53672867481,43.63787696280597,-79.50114212885545,0.38039627244339225,0.42466917136520754
39.08538396926161,0.9612084553421405,0,C,home,1003796.2801368943,43.66913960614996,-79.48342260124689,0.429778611637771,0.407814333699904
43.16047837106341,1.812036583903045,0,A,home,734254.7728763046,43.759978580626914,-79.18967494886333,0.7288543849305036,0.2818694408411699
51.5312572477201,4.097997139408485,1,A,auto,79157.59952144223,43.61101035192582,-79.53524315138253,0.32583699150297807,0.21898660086237787
42.282177846429654,1.2936225162644301,0,B,home,1452980.2485893315,43.783397610626345,-79.50878047888101,0.5523830937619214,0.553621601410112
44.84888951812575,1.4166476974765625,0,B,home,384523.51720555325,43.5817714212878,-79.43681792987925,0.35350625458790397,0.16258694271406923
18.095606139850027,9.784855440607075,0,C,auto,70227.78162404828,43.738830370633465,-79.4423635749383,0.5408628341723376,0.058838555693810364
37.01316410127464,5.9958779164096185,0,B,home,256174.27212852595,43.737699607363496,-79.47295669481277,0.5198404863934245,0.11703699703492436
62.9739700486555,4.123454505845329,0,B,home,1328127.8560577447,43.541769722724055,-79.52959131525579,0.24529905066947383,0.6098282494760745
44.68730116296178,8.670098048660842,1,A,auto,14539.925223180973,43.692752114611736,-79.25058000264306,0.6080200121891337,0.20628081811553803
52.28729247648914,7.625782408330396,1,B,auto,46405.4035449424,43.588359074133635,-79.43761523802749,0.36100203709047785,0.2684714369255716
44.71719867916044,12.366273236785688,0,A,auto,28152.13470657196,43.65202523779036,-79.40310505591484,0.46055699597039756,0.072389269623192
62.58313192680022,2.844386421955183,2,B,home,1387729.0747017746,43.61248025721939,-79.41439946039465,0.4052331952309979,0.9365966987044559
31.020892465765037,5.944933778440661,2,A,auto,65677.73713268485,43.771364644245345,-79.47215683565189,0.5612768196042307,0.2844850147810953
30.315638887031547,6.720525575851274,0,C,home,1349616.0001887232,43.64746409734862,-79.34460885095707,0.49258055453778266,0.4477416056095551
47.88850663623119,27.187127972001697,1,A,auto,10986.533943539185,43.66814219583874,-79.56130974320122,0.3785447379618955,0.139555819664907
49.435134970749885,3.7456593092258044,0,B,home,309651.08261701843,43.718615013316835,-79.36933539571497,0.5631902619647982,0.2141070522554652
43.80735117398926,1.2664087578554126,0,D,auto,14266.333645975901,43.70310585810217,-79.3821262695591,0.5361229200369808,0.22075984587305528
43.55305218332513,2.148934030848971,1,B,auto,24558.1032095887,43.560217112698524,-79.3505073521013,0.38273642759834053,0.213721541757228
32.01219858263367,8.870649183767664,1,A,home,1457340.0099838586,43.57655626561356,-79.37773528448967,0.3851114329717743,0.5236658355181363
52.42459356999413,1.6689417684719943,0,A,auto,19408.483808197918,43.69019597370343,-79.36167456406257,0.5335645800675765,0.12321570902315554
40.43683053270172,3.143934787581419,0,C,auto,74493.04732249735,43.62483356704753,-79.34682177477141,0.4636500656141519,0.14201703540843674
45.982519614637305,5.149906934055676,0,A,auto,28600.37324956147,43.46456402371356,-79.39040357107021,0.24083963934777622,0.06351264591540032
34.26411445181523,8.689135516309673,0,A,auto,13422.26327379515,43.64143036403058,-79.34179898621356,0.48705063078409666,0.05043030281272252
64.60891675665441,2.322154663625585,2,C,auto,10510.291154069713,43.68724550959406,-79.10051574591155,0.6977020062763031,0.8051082986869668
34.600642888954006,11.655207216447387,0,B,auto,49041.79035911875,43.51528102971431,-79.40505306857122,0.293082016666113,0.05274201012566729
42.00088682526947,5.852764264898078,0,A,auto,48948.434692792835,43.58865878024867,-79.54353830673553,0.29333940991106855,0.058990030037792886
26.76793221805958,2.9525790187086605,0,A,home,520485.13204969524,43.63591865372262,-79.52761285228429,0.3610154997993067,0.07460924758866132
30.256204266991027,1.3745278335058657,0,A,auto,25091.48194971378,43.71751807316158,-79.34956044459706,0.574556902073684,0.05433049403717471
39.451560605484005,5.349001377372474,0,B,auto,20084.265737079088,43.72252953168291,-79.51486194948224,0.4744872025149821,0.08531627570372036
30.129354841168187,3.4655587341313447,0,B,auto,72353.65251156647,43.655521692537995,-79.32746007555858,0.5133886822271284,0.06834999270136138
41.51172329208729,6.813657860028127,0,A,auto,53954.220304499875,43.744111893053876,-79.51012771012834,0.5037628191344077,0.07560005506485071
29.923497666937884,2.7881492392908154,0,D,auto,26181.67328050042,43.67649984781786,-79.38647803398102,0.500986278969724,0.12792141247895134
41.46175999314494,0.060789493461105744,2,C,auto,20411.710202258982,43.68748525092792,-79.09860509382482,0.6992205093098669,0.6137624525275377
40.33539854505585,1.9511723330692976,0,B,auto,60519.83594031163,43.65219733735909,-79.25701977767065,0.5545865073761442,0.10853915283949535
